-5.96E-17,3.97E-15,3.31E-16
-8.88E-18,-2.70E-15,-4.30E-16
9.84E-17,2.19E-15,-4.19E-17
-8.89E-17,2.37E-17,7.72E-17
-7.97E-18,-1.61E-15,9.85E-17
-3.01E-16,3.35E-16,-7.26E-16
1.88E-16,1.97E-15,5.92E-18
-1.67E-17,-4.65E-16,-2.63E-16
8.56E-17,7.58E-16,1.34E-16
-2.52E-16,1.79E-16,-3.74E-16
-3.43E-16,-2.48E-16,-3.63E-16
-2.45E-17,1.80E-15,3.41E-17
1.36E-17,1.50E-16,-1.60E-17
5.81E-16,9.99E-16,4.72E-16
-3.27E-16,-2.05E-15,2.06E-16
5.17E-17,1.71E-15,-2.36E-16
1.72E-17,4.96E-16,-6.40E-16
-3.17E-16,-8.58E-16,-1.57E-16
-5.50E-16,-2.05E-15,3.66E-16
1.27E-17,4.56E-17,4.59E-16
1.94E-16,1.09E-16,-2.58E-16
-4.34E-16,-1.03E-15,3.40E-16
-1.28E-16,1.97E-17,8.65E-18
6.43E-16,-2.34E-15,7.93E-18
-2.15E-16,-3.59E-15,2.34E-16
1.38E-16,-1.62E-15,1.43E-16
8.60E-17,-2.41E-15,-2.13E-16
-2.41E-16,5.34E-16,6.40E-16
3.03E-19,-4.55E-15,3.07E-16
-1.06E-16,9.84E-16,3.93E-17
1.12E-18,1.94E-15,4.04E-16
-3.94E-16,2.15E-15,-1.66E-17
2.12E-16,-1.73E-15,7.41E-17
-1.66E-16,2.48E-16,-3.78E-16
-3.17E-16,-1.42E-15,1.68E-17
-1.51E-16,-2.80E-17,1.23E-16
9.54E-17,1.92E-15,-4.19E-16
-1.23E-16,2.22E-16,1.69E-16
8.34E-17,1.87E-15,-1.91E-16
-2.55E-16,-1.00E-16,-1.77E-16
-3.62E-16,-1.20E-16,-1.33E-17
-8.37E-17,-1.47E-15,1.13E-16
5.55E-16,-1.49E-15,1.81E-18
-4.34E-17,9.21E-17,7.21E-17
1.51E-16,1.02E-15,-7.02E-17
1.84E-16,3.50E-16,2.48E-17
7.42E-18,-2.22E-15,-1.26E-16
4.39E-17,1.17E-15,-3.04E-16
4.54E-17,5.57E-16,-6.98E-16
-8.49E-18,1.58E-15,-2.77E-16
1.69E-16,-7.56E-16,-1.23E-17
-2.10E-16,1.76E-15,1.31E-16
-1.68E-17,-1.41E-16,-3.04E-16
-1.07E-17,-1.70E-16,-4.20E-16
6.63E-16,-3.60E-15,3.20E-16
3.02E-16,-8.43E-16,-1.99E-16
-2.28E-16,1.61E-15,-2.21E-16
-1.20E-16,-3.39E-16,2.23E-16
4.84E-17,-1.71E-16,3.40E-17
-7.33E-17,5.40E-16,2.32E-16
-6.23E-17,2.74E-16,2.24E-17
3.33E-16,5.61E-17,-1.48E-17
-2.53E-16,-8.52E-16,2.26E-17
1.02E-17,-1.45E-15,-5.22E-16
-3.78E-17,1.08E-15,-1.85E-16
-5.98E-17,-1.53E-15,2.49E-16
-6.00E-18,1.04E-15,2.17E-16
1.10E-16,-1.10E-15,-1.39E-16
-1.35E-17,-1.75E-15,2.79E-17
-3.73E-16,-7.35E-16,4.99E-16
-1.09E-16,4.81E-17,2.19E-16
4.81E-16,-5.69E-16,4.01E-17
-1.29E-16,2.35E-15,5.38E-17
4.44E-17,-8.00E-16,-8.42E-18
-2.38E-16,-6.58E-16,5.91E-18
-6.62E-18,-2.98E-17,-5.78E-16
5.28E-17,2.58E-16,1.67E-16
-1.14E-17,-2.72E-16,1.33E-17
-3.49E-16,-1.06E-15,-4.49E-16
1.03E-19,-1.53E-15,1.04E-16
3.45E-16,-1.79E-16,-2.99E-16
-3.81E-16,-2.01E-15,2.13E-16
6.85E-16,-5.78E-15,5.66E-17
