20.45123079,23.18790212,19.95322408,22.37880757,23.38461938
17.96718199,23.95636735,23.87042496,22.22317168,23.87678812
24.48105551,45.4022455,18.08168949,22.02011368,30.59256976
19.59186718,20.70648824,23.10966841,27.55076179,23.26521476
25.2745735,44.74512071,18.84190255,24.03062092,31.36842315
24.23151997,19.66238133,22.6987125,21.19129735,34.6136813
50.12322707,43.10184438,25.3682794,18.15211106,24.57286413
20.08655305,19.86803637,23.10630353,19.81414815,23.45667974
28.53994809,26.35612118,21.9246269,19.53066114,23.45225998
22.3228082,19.6471565,23.09144982,22.52419914,35.40358295
22.1785292,23.00024107,20.05940381,19.54176585,19.99698224
49.43183504,19.99436074,38.31755467,19.04625485,34.71205453
28.31844339,20.82417,21.41856341,20.80192528,35.32879747
20.36395813,21.07875511,17.78060844,22.07117231,23.56085419
28.96804955,25.00708763,22.30758425,27.51963309,25.169961
24.60627445,42.57226007,18.09066904,23.68046114,21.19415832
21.76261239,43.62907358,24.04508293,19.90875086,30.82995673
24.64614513,25.34995665,25.24545368,22.15299056,25.9681241
18.18107549,45.18011336,39.31394553,26.8869932,21.01016354
48.32476459,44.74794501,22.10635707,22.05007368,23.93484669
25.48225434,19.07088862,17.7383281,27.43057442,20.59435789
22.46991681,28.51733413,19.15509033,20.42444835,19.580196
22.98276071,18.82683764,38.76864025,18.17010875,20.20429678
49.78049155,18.80189458,26.66720458,26.74387432,24.69559164
20.04541573,25.81447216,27.99999358,32.69892131,24.11785953
24.60702205,20.65839743,37.04373291,26.57601787,24.96766558
48.8431617,23.39721295,17.65206083,21.28470094,24.2158958
19.52771501,43.18931313,27.41227703,32.24775146,20.12183654
23.58365625,20.5620139,36.7001945,20.13923044,24.62587507
22.05677241,20.33124606,22.49399411,18.78764786,22.01517689
21.96212312,27.65146777,37.85230159,22.59471066,25.58849598
23.76519411,18.47150746,22.19460031,24.70462518,30.3792723
16.94931035,23.72775896,20.01854708,21.59250576,24.86052614
17.33684714,21.18109892,18.36875552,23.95566142,22.10104035
20.89658755,42.58907702,38.27698727,21.6576564,23.42179686
19.84074453,18.93187389,22.46953154,18.40712314,24.01640292
29.46757641,19.16601582,26.69709091,21.90734852,23.23679464
18.06000287,18.62426928,21.26668385,19.65890711,24.50515199
23.80695521,25.58205447,18.79068504,23.93263957,31.03792202
50.54559477,20.03239609,26.69352134,33.14543217,23.92148968
19.29582143,19.0532978,37.70668123,22.26992089,22.05588701
21.31816646,22.8783741,22.53427699,20.90450111,30.35750695
22.64128561,23.84731026,20.79502195,23.99281976,24.50119581
23.92643344,24.98438277,20.004999,27.48316664,24.42196734
24.66184297,26.09921597,37.49036723,27.14815372,26.20806292
29.56802698,22.15334113,27.49584719,21.91799571,30.70346218
28.26874222,24.22012214,26.61907182,19.86452116,24.05139101
22.5191474,23.13396155,38.07916631,19.49520606,35.03789684
22.38482926,24.18214865,20.94823809,22.26390565,22.25062061
21.31352094,19.72332508,18.21266415,19.11680206,30.57753638
