82.32081567,36.4719984,48.01566693,35.65970638,79.51730136,90.02701291
64.11943587,81.87406615,66.12112809,20.21183853,71.58413791,82.80328932
61.66620835,55.11929043,59.00346621,43.2938299,116.1115875,84.34473063
63.15715797,63.86421351,56.10728141,66.27339341,78.09865296,68.93500546
52.23289626,38.20070932,60.1542025,25.4731393,87.87160183,103.2259187
81.69245769,71.91874712,45.34083986,72.11775459,96.82723757,50.53800907
51.8489156,36.88780952,58.59304087,27.74810053,107.1207658,92.18547602
54.61728967,31.35773712,66.09544779,36.63266058,90.12975669,107.4708559
71.82805945,85.43402776,52.52157662,31.977305,85.76084833,89.10471088
60.23293415,64.28052928,48.62268635,63.86071873,89.77149617,68.18280289
80.26857969,27.92411196,51.94619973,33.94483069,101.9298501,101.9581596
78.05663562,84.57133335,72.82624439,35.68963524,72.51512621,87.66888053
63.66257868,37.00548606,64.4239865,44.7164417,118.4634237,67.51376396
76.50658352,81.18524041,46.31477463,39.19489547,44.01305971,50.51257614
61.88443799,40.70413523,50.54860248,44.34209949,107.5461528,73.46594287
65.20499317,87.52451852,54.36920808,63.04541738,41.8549404,41.33299389
63.09846011,34.30811271,75.84737604,33.22975806,103.3605959,104.8103715
61.43659004,67.95971738,47.62040086,25.85331889,82.69315701,80.68192863
67.64436034,56.80816774,58.79907125,24.05498891,88.35816743,89.83011386
78.11663971,80.55353558,61.04515711,68.78384545,78.56765899,79.67110051
86.33476674,78.27180778,47.7796469,62.43808894,72.76754354,67.50949902
43.27607445,54.9152113,55.62851879,53.65579831,49.35374226,63.29537959
73.11429347,39.79570873,42.47384541,29.13683733,90.7461474,111.2524567
51.96600177,34.99236144,59.09656871,23.49144874,90.08156928,89.2483217
78.59552244,72.35559875,55.92386634,75.02026235,74.83217639,83.19405999
64.13224583,72.88368829,78.77958049,40.9023205,107.5286152,98.85819495
42.40342132,83.91686964,40.90939879,26.90825797,85.75671635,104.4575654
82.08470916,75.59727455,60.74126083,38.8800699,81.56986747,101.3011014
90.96588281,81.52969066,54.61600163,25.73863219,99.57091055,112.3331418
76.06192869,63.52671623,35.47092268,27.80363361,47.87816736,69.02503017
63.87591473,71.51099794,72.7024526,41.61746654,89.09908402,84.09077833
63.16640543,37.91593031,53.09106431,37.40016169,94.82200253,110.9142707
51.03464589,56.32066587,53.43121127,78.88285015,79.87734879,62.22691463
51.32491234,68.84141508,68.77033745,37.1913889,95.21688268,71.21625333
51.17646358,96.91401324,58.01763433,66.67028446,65.48799228,59.34954503
53.49128318,32.63737315,76.62607447,31.29507466,102.850671,96.48820566
71.20005822,72.69992629,49.7434554,32.19918658,112.5026145,76.41153312
76.55539923,32.69530977,51.42037258,58.76137032,84.56792559,58.84394068
65.8618398,78.6221358,74.45637498,41.42447231,89.06525732,88.9954467
