-37.57405404,-114.4704336,12.53265388
-101.2136406,-37.83110922,-38.99771349
-24.86340728,3.83478697,-31.96179064
-100.4980072,-27.11919522,-31.47907836
-35.31761375,-85.4709455,-17.76799527
8.79230729,-52.25600637,-16.60798078
7.28256264,-40.34063513,32.1421841
-45.46926293,24.78419473,3.40873523
-23.61897598,-71.57788482,-6.42718853
-15.05195662,45.017916,-9.14438708
-57.15306229,-111.0876641,24.34763661
-43.56547259,-116.8598323,-12.89821213
-49.66073902,-58.03454674,-11.23662806
-10.01173019,-68.86798336,7.63595744
-75.50665108,-82.0905225,-15.03858663
-93.33608247,-75.17697539,-33.37879319
-100.2050993,-66.08826725,-27.71097878
-37.87174066,-37.48462533,-5.47728793
4.71303597,20.46316118,63.67493638
-35.01645244,-18.46003073,-12.80497809
26.87153609,-37.51610331,-65.23828861
-2.2943687,-36.45088108,-31.81067957
-23.9866333,-60.12987328,-79.91810024
-70.83256053,29.22234367,43.19403942
-27.00450673,-46.81180705,5.40977588
-87.76786576,-44.52820289,-7.06321072
-23.59456687,-36.04514923,-21.15597904
-5.2608852,-8.85999058,-12.18184844
-66.08526016,-59.44629065,9.34857381
-56.27246514,-31.55347143,-4.83566662
-141.5100107,-49.32399938,-15.70758816
-33.12433702,-68.33185245,-57.53610997
-38.05556108,5.58102621,-5.08027584
-88.13155828,-42.60614586,-20.90653904
-35.53193236,-26.49491499,-19.66344878
-32.66130807,-41.20524746,2.64395527
-80.24153532,-19.16349533,-21.89286841
7.66732811,-36.6525512,-5.28567197
-9.78244837,-31.89850287,39.30096116
-82.09348073,-69.20935018,18.17028739
-20.00932409,-64.42213184,-3.21031314
-11.55133954,47.04766876,-12.66784
-80.18619512,-14.5819774,10.56486523
-38.15224642,-52.52574238,-20.41271397
-15.76740992,-49.61182477,-57.474973
-21.73114198,-15.91383597,-75.29173141
14.88091983,29.70741674,31.51110314
-19.26668509,-48.91915848,-22.5509091
0.48926271,-37.22850917,-33.87288339
5.4707062,-44.47501831,-0.52733822
-39.00330164,-0.06822246,-43.6929033
-98.4981173,-78.0358721,1.65289747
-13.65142452,42.89873867,42.04024451
-30.51788339,-46.6623081,23.01429759
-81.06457714,-32.4993819,19.29429108
-28.27045829,35.47559024,6.2973383
-58.8491675,-47.06265563,-36.57926201
-52.6330872,-22.12282407,1.73921394
